COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,PURPOSE_CODE,SURVEY,SEASON,YEAR,INDEX_TYPE,INDEX,CV,LOWER_90_CI,UPPER_90_CI,STRATA_SAMPLING_COMPLETE,INCOMPLETE_INDEX
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1986,"Abundance (numbers/tow)",1.4444,.1586,1.0696,1.8159,N,1.4444
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1987,"Abundance (numbers/tow)",.9022,.1238,.7297,1.0956,N,.9022
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1988,"Abundance (numbers/tow)",.8853,.0782,.7683,.9977,N,.8853
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1989,"Abundance (numbers/tow)",.5688,.1764,.4203,.749,N,.5688
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1990,"Abundance (numbers/tow)",.894,.0881,.7637,1.0252,N,.894
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1991,"Abundance (numbers/tow)",1.6955,.1151,1.3684,2.025,N,1.6955
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1992,"Abundance (numbers/tow)",2.3167,.1318,1.8406,2.8457,N,2.3167
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1993,"Abundance (numbers/tow)",1.0735,.0946,.9055,1.244,N,1.0735
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1994,"Abundance (numbers/tow)",1.5249,.1027,1.2818,1.7947,N,1.5249
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1995,"Abundance (numbers/tow)",2.3998,.1205,1.9523,2.8998,N,2.3998
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1996,"Abundance (numbers/tow)",1.9618,.126,1.5826,2.3693,N,1.9618
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1997,"Abundance (numbers/tow)",2.932,.13,2.3075,3.5685,N,2.932
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1998,"Abundance (numbers/tow)",4.522,.1752,3.3312,5.8802,N,4.522
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,1999,"Abundance (numbers/tow)",3.7916,.1205,3.0702,4.5185,N,3.7916
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2000,"Abundance (numbers/tow)",3.3221,.1167,2.7299,3.974,N,3.3221
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2001,"Abundance (numbers/tow)",2.9981,.1625,2.279,3.8793,N,2.9981
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2002,"Abundance (numbers/tow)",2.6324,.191,1.9003,3.5108,N,2.6324
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2003,"Abundance (numbers/tow)",2.9805,.1572,2.2442,3.7732,N,2.9805
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2004,"Abundance (numbers/tow)",4.2377,.1695,3.0229,5.4593,N,4.2377
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2005,"Abundance (numbers/tow)",2.7511,.1549,2.0771,3.4744,N,2.7511
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2006,"Abundance (numbers/tow)",2.9116,.1342,2.282,3.5476,N,2.9116
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2007,"Abundance (numbers/tow)",3.3632,.2609,2.1075,4.8958,N,3.3632
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2008,"Abundance (numbers/tow)",2.6432,.1427,2.0806,3.3171,N,2.6432
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2009,"Abundance (numbers/tow)",5.4008,.1942,3.8195,7.1837,N,5.4008
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2010,"Abundance (numbers/tow)",3.0913,.1523,2.3856,3.9238,N,3.0913
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2011,"Abundance (numbers/tow)",4.5267,.187,3.2155,5.965,N,4.5267
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2012,"Abundance (numbers/tow)",3.4644,.201,2.3959,4.6232,N,3.4644
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2013,"Abundance (numbers/tow)",2.815,.1236,2.2423,3.3911,N,2.815
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2014,"Abundance (numbers/tow)",4.2089,.1702,3.1107,5.5165,N,4.2089
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2015,"Abundance (numbers/tow)",3.49,.1731,2.5026,4.5217,N,3.49
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2016,"Abundance (numbers/tow)",2.4249,.1489,1.851,3.0371,N,2.4249
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2017,"Abundance (numbers/tow)",.0613,.7799,0,.1225,N,.0613
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2018,"Abundance (numbers/tow)",2.2267,.1566,1.681,2.8085,N,2.2267
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2019,"Abundance (numbers/tow)",2.4673,.1229,1.9532,2.9454,N,2.4673
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2020,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2021,"Abundance (numbers/tow)",2.6134,.1986,1.8041,3.4999,N,2.6134
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2022,"Abundance (numbers/tow)",2.5973,.1678,1.8553,3.2803,N,2.5973
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2023,"Abundance (numbers/tow)",2.9742,.1952,2.074,3.9477,N,2.9742
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2024,"Abundance (numbers/tow)",2.9836,.1287,2.41,3.6676,N,2.9836
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2025,"Abundance (numbers/tow)",2.0848,.1403,1.6175,2.5559,N,2.0848
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS fall BTS",FALL,2026,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1968,"Abundance (numbers/tow)",.1542,.3135,.0786,.2396,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1969,"Abundance (numbers/tow)",.1895,.2765,.1086,.2814,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1970,"Abundance (numbers/tow)",.0898,.3197,.0452,.1395,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1971,"Abundance (numbers/tow)",.2189,.2525,.13,.3112,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1972,"Abundance (numbers/tow)",.4723,.2589,.2829,.6848,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1973,"Abundance (numbers/tow)",.7573,.1742,.5557,.9788,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1974,"Abundance (numbers/tow)",1.3673,.207,.9492,1.8667,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1975,"Abundance (numbers/tow)",1.9629,.202,1.3515,2.6532,N,1.9629
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1976,"Abundance (numbers/tow)",2.8344,.3081,1.6591,4.527,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1977,"Abundance (numbers/tow)",2.8386,.1493,2.1787,3.5555,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1978,"Abundance (numbers/tow)",2.5312,.1633,1.8706,3.2246,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1979,"Abundance (numbers/tow)",.3984,.1931,.2785,.5344,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1980,"Abundance (numbers/tow)",1.2969,.139,1.0077,1.6019,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1981,"Abundance (numbers/tow)",1.499,.1438,1.1666,1.8528,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1982,"Abundance (numbers/tow)",2.2648,.1657,1.6677,2.8971,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1983,"Abundance (numbers/tow)",.9485,.1358,.731,1.1608,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1984,"Abundance (numbers/tow)",.6592,.2708,.4078,1.0026,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1985,"Abundance (numbers/tow)",2.3779,.1947,1.635,3.1451,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1986,"Abundance (numbers/tow)",2.1414,.1494,1.6589,2.7061,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1987,"Abundance (numbers/tow)",.9267,.1364,.7186,1.1285,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1988,"Abundance (numbers/tow)",1.5014,.215,1.0135,2.0817,N,1.5014
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1989,"Abundance (numbers/tow)",.3193,.1799,.226,.4153,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1990,"Abundance (numbers/tow)",.7146,.1831,.499,.9345,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1991,"Abundance (numbers/tow)",1.0796,.1476,.8198,1.353,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1992,"Abundance (numbers/tow)",1.2026,.1533,.9039,1.5065,N,1.2026
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1993,"Abundance (numbers/tow)",1.2741,.158,.9614,1.6266,N,1.2741
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1994,"Abundance (numbers/tow)",.9298,.1291,.741,1.1272,N,.9298
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1995,"Abundance (numbers/tow)",1.0873,.1863,.7595,1.4254,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1996,"Abundance (numbers/tow)",1.8089,.2195,1.1666,2.483,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1997,"Abundance (numbers/tow)",1.0632,.1356,.8278,1.3052,N,1.0632
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1998,"Abundance (numbers/tow)",1.1865,.1851,.8451,1.5868,N,1.1865
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,1999,"Abundance (numbers/tow)",1.5983,.1913,1.1342,2.1443,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2000,"Abundance (numbers/tow)",2.1379,.1396,1.6799,2.6638,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2001,"Abundance (numbers/tow)",2.6905,.12,2.1541,3.2288,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2002,"Abundance (numbers/tow)",2.4721,.1503,1.8692,3.076,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2003,"Abundance (numbers/tow)",2.911,.0913,2.4819,3.3432,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2004,"Abundance (numbers/tow)",3.0258,.1761,2.1565,3.8626,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2005,"Abundance (numbers/tow)",1.8091,.175,1.3392,2.3351,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2006,"Abundance (numbers/tow)",1.7632,.1704,1.2992,2.2735,N,1.7632
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2007,"Abundance (numbers/tow)",3.2466,.2237,2.1459,4.5234,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2008,"Abundance (numbers/tow)",1.3966,.1394,1.087,1.7316,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2009,"Abundance (numbers/tow)",2.895,.1087,2.41,3.4446,N,2.895
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2010,"Abundance (numbers/tow)",3.7589,.1013,3.1419,4.419,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2011,"Abundance (numbers/tow)",4.5086,.1427,3.5042,5.5973,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2012,"Abundance (numbers/tow)",3.8692,.1257,3.0923,4.6706,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2013,"Abundance (numbers/tow)",3.1957,.089,2.754,3.6737,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2014,"Abundance (numbers/tow)",2.2326,.1443,1.7427,2.7867,N,2.2326
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2015,"Abundance (numbers/tow)",4.2548,.2025,2.9649,5.7672,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2016,"Abundance (numbers/tow)",1.8588,.1069,1.5439,2.1928,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2017,"Abundance (numbers/tow)",1.7632,.1089,1.4581,2.0913,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2018,"Abundance (numbers/tow)",2.7061,.1561,2.0483,3.3996,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2019,"Abundance (numbers/tow)",3.4786,.0898,2.988,3.9933,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2020,"Abundance (numbers/tow)",3.1664,.1346,2.4845,3.8569,N,3.1664
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2021,"Abundance (numbers/tow)",3.3894,.103,2.8102,3.9687,N,3.3894
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2022,"Abundance (numbers/tow)",2.0476,.1025,1.6967,2.4133,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2023,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2024,"Abundance (numbers/tow)",2.8337,.0954,2.4133,3.2717,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2025,"Abundance (numbers/tow)",5.5387,.1356,4.3329,6.8636,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS spring BTS",SPRING,2026,"Abundance (numbers/tow)",4.9877,.1006,4.1508,5.826,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1992,"Abundance (numbers/tow)",12.2947,.1379,9.631,15.2002,N,12.2947
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1993,"Abundance (numbers/tow)",13.6037,.1379,10.6888,16.8987,N,13.6037
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1994,"Abundance (numbers/tow)",12.0506,.1524,9.1806,15.1558,N,12.0506
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1995,"Abundance (numbers/tow)",10.9296,.1089,9.0381,12.9797,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1996,"Abundance (numbers/tow)",31.2461,.2094,20.7583,41.8725,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1997,"Abundance (numbers/tow)",10.2832,.2279,7.2058,15.1488,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1998,"Abundance (numbers/tow)",7.7563,.1853,5.6281,10.3408,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,1999,"Abundance (numbers/tow)",11.0546,.1271,8.9719,13.5939,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2000,"Abundance (numbers/tow)",15.7587,.1188,12.8222,19.0536,N,15.7587
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2001,"Abundance (numbers/tow)",18.5894,.0994,15.516,21.599,Y,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2002,"Abundance (numbers/tow)",22.6824,.1471,17.8092,28.7345,N,22.6824
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2003,"Abundance (numbers/tow)",35.6193,.1548,26.7443,44.9595,N,35.6193
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2004,"Abundance (numbers/tow)",17.7707,.1269,14.2492,21.6214,N,17.7707
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2005,"Abundance (numbers/tow)",12.8914,.1269,10.3256,15.6333,N,12.8914
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2006,"Abundance (numbers/tow)",21.0442,.1305,16.5663,25.8017,N,21.0442
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2007,"Abundance (numbers/tow)",16.8326,.1231,13.4989,20.3988,N,16.8326
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2008,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2009,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2010,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2011,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2012,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2013,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2014,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2015,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2016,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2017,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2018,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2019,"Abundance (numbers/tow)",,,,,,
"FLOUNDER, SUMMER (FLUKE)",172735,UNIT,NONE,10,"NMFS winter BTS",WINTER,2020,"Abundance (numbers/tow)",,,,,,
